Gün,Mağaza,Lokasyon,Kod,SatıcıÜrünAdı,ANAGRUP,ALTGRUP,URUNCESIDI,SatışMiktarı
22-3-2017,Magaza_3,Acıbadem,35000212,K,anagrup,alt-grup-1,cesit-1,1
22-3-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,1
22-3-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,1
23-3-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,2
24-3-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,1
25-3-2017,Magaza_3,Acıbadem,35000212,K,anagrup,alt-grup-1,cesit-1,1
25-3-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,3
26-3-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,2
27-3-2017,Magaza_3,Acıbadem,35000212,K,anagrup,alt-grup-1,cesit-1,2
27-3-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,1
27-3-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,6
28-3-2017,Magaza_3,Acıbadem,35000212,K,anagrup,alt-grup-1,cesit-1,1
28-3-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,1
28-3-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,1
29-3-2017,Magaza_3,Acıbadem,35000212,K,anagrup,alt-grup-1,cesit-1,2
29-3-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,2
29-3-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,1
31-3-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,2
1-4-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,1
2-4-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,3
2-4-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,2
3-4-2017,Magaza_3,Acıbadem,35000212,K,anagrup,alt-grup-1,cesit-1,2
3-4-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,2
4-4-2017,Magaza_3,Acıbadem,35000212,K,anagrup,alt-grup-1,cesit-1,3
5-4-2017,Magaza_3,Acıbadem,35000212,K,anagrup,alt-grup-1,cesit-1,2
5-4-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,4
6-4-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,1
6-4-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,1
7-4-2017,Magaza_3,Acıbadem,35000212,K,anagrup,alt-grup-1,cesit-1,2
7-4-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,3
7-4-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,1
8-4-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,1
8-4-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,3
9-4-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,1
10-4-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,7
11-4-2017,Magaza_3,Acıbadem,35000212,K,anagrup,alt-grup-1,cesit-1,1
11-4-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,2
12-4-2017,Magaza_3,Acıbadem,35000212,K,anagrup,alt-grup-1,cesit-1,1
12-4-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,1
12-4-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,2
13-4-2017,Magaza_3,Acıbadem,35000212,K,anagrup,alt-grup-1,cesit-1,1
13-4-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,2
14-4-2017,Magaza_3,Acıbadem,31001045,L,anagrup1,alt-grup-2,cesit-2,1
15-4-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,1
16-4-2017,Magaza_3,Acıbadem,35000313,M,anagrup1,alt-grup-3,cesit-2,4
1-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
1-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,2
2-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,2
2-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
2-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,2
4-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
4-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
4-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
5-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,3
6-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,3
7-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
7-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
8-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,2
8-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,4
8-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,2
9-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
9-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
10-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
10-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
11-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,2
11-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,3
12-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
12-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
13-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
13-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,3
15-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
16-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
16-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
16-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,2
17-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
17-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
17-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,3
18-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
18-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
19-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
19-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
20-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
20-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
20-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,2
21-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,3
21-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,2
22-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
22-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
23-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,5
23-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
24-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,2
25-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,2
25-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
25-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
26-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
26-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
26-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,2
27-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,4
27-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
28-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
28-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
29-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
29-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
29-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
30-5-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
31-5-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
31-5-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
1-6-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
2-6-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
3-6-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
3-6-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
4-6-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
4-6-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
5-6-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
5-6-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
6-6-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
7-6-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
7-6-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
8-6-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
9-6-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
9-6-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
10-6-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
10-6-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
11-6-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
12-6-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
13-6-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
13-6-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
15-6-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
15-6-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
15-6-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
17-6-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
17-6-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
18-6-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
19-6-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
19-6-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
20-6-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
21-6-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
22-6-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
25-6-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
25-6-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,3
26-6-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,2
26-6-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
27-6-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
27-6-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
27-6-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
28-6-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
28-6-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
2-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
2-7-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
3-7-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
3-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
4-7-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
4-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
5-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
8-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
9-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,3
10-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,4
11-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
11-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
12-7-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
12-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,2
13-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
14-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
15-7-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
15-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
15-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
16-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,3
16-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,3
18-7-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
18-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,2
19-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
20-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
21-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,3
23-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
24-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
24-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
25-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
26-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
27-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
28-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
28-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
29-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
30-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,2
31-7-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
31-7-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
1-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
1-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,3
3-8-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
3-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,2
4-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
5-8-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
5-8-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
6-8-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
6-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
6-8-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,3
7-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
7-8-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
7-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,2
8-8-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
8-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
9-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
10-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,2
11-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
12-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,3
13-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
14-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
14-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
15-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
15-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
16-8-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,2
16-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,3
19-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,4
19-8-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,2
21-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
21-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,2
22-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
23-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
24-8-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,2
24-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,2
25-8-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
26-8-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
27-8-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,5
27-8-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,1
27-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,2
28-8-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
29-8-2016,Magaza_5,Avcılar,31000368,E,anagrup1,alt-grup-4,cesit-3,2
30-8-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,2
30-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
31-8-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,3
1-9-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
1-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
3-9-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
3-9-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
5-9-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,2
5-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,2
7-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
8-9-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
9-9-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
9-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,2
10-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,2
11-9-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
11-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
12-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
14-9-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
14-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,2
15-9-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
15-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,3
16-9-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
16-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,3
17-9-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
17-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,3
18-9-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,2
18-9-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
18-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,1
19-9-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
19-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,4
20-9-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
20-9-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
20-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,7
21-9-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
21-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,5
22-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,4
23-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,6
24-9-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
24-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,6
25-9-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
25-9-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
25-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,3
26-9-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,2
26-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,3
27-9-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,4
27-9-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
27-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,3
28-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,4
29-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,4
30-9-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,1
30-9-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,5
1-10-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
1-10-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,4
2-10-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
2-10-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,4
3-10-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,2
3-10-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
3-10-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,4
4-10-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,1
4-10-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,10
5-10-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,7
6-10-2016,Magaza_5,Avcılar,35000212,K,anagrup,alt-grup-1,cesit-1,2
6-10-2016,Magaza_5,Avcılar,35000313,M,anagrup1,alt-grup-3,cesit-2,4
7-10-2016,Magaza_5,Avcılar,31001045,L,anagrup1,alt-grup-2,cesit-2,2
